name,brand,detail,strong,cat1,cat2,wc,ingredients
j4sm1ne-x-cal4mus-1,Avant-Garden Lab,Two types of jasmine grow in a lake surrounded by aquatic plants. Acorus calamus was the only one to witness the first blooming of its new neighbours. And it seemed they wanted to grow together to create a new mutant specimen.,,FLORAL,FLORAL,Floral Crisp Jasmine,"['Jasmine Tea', 'Jasmine (Grandiflorum)', 'Calamus', 'Hedione (light Jasmine)', 'Jasmine (Sambac)', 'Lemon', 'Cetalox (Ambergris)', 'Musk', 'Toscanol', 'Timbersilk (Cedarwood note)']"
abysse,Noème,Looking into the wells of the great vertigo  reddened by a perfume of the abyss. An endless story  a bottomless faith. From the darkness emerges an imperious perfume  black  orange  abstract.,Eau de Parfum,WOODY,WATERY,Woods Crisp Water,"['Timbersilk (Cedarwood note)', 'Cedarwood', 'Patchouli', 'Sandalwood', 'Davana', 'Nutmeg', 'Cyclamen', 'Hawthorn', 'Musk']"
vanhera-1,Laboratorio Olfattivo,Vanherauna Dark Vanilla  an unexpected fragrance that evokes intriguing and unclear sensations. A journey around one of the most iconic notes in perfumery. A Vanilla perfume  not the usual Vanilla fragrance with only sweet notes. A battle  a conflict between ingredients.,Eau de Parfum,AMBERY (ORIENTAL),AMBERY (ORIENTAL),Amber Classical,"['Amber', 'Vanilla (Madagascar)', 'Cashmeran (Woody musky)', 'Cinnamon', 'Sandalwood', 'Bergamot', 'Cardamom', 'Musk', 'Pink Pepper', 'Sichuan Pepper', 'Karmawood', 'Timbersilk (Cedarwood note)']"
divine-vanille-by-olivier-pescheux,Essential Parfums,Divine Vanille is a tribute to the sustainably harvested absolute vanilla from Madagascar. Mysterious  soft  deep  carnal... this perfume is simply irresistible.,,AMBERY (ORIENTAL),AMBERY (ORIENTAL),Amber Classical,"['Vanilla (Madagascar)', 'Incense / Olibanum', 'Cinnamon', 'Tonka Bean', 'Benzoin (Siam)', 'Osmanthus', 'Pomarose (Apple Rosy note)', 'Musk', 'Patchouli', 'Clary Sage', 'Black Pepper', 'Cedarwood (Texas)']"
orom-1,Bulgari,Orom is an expression of each person’s own inner magic  an empowering scent that reminds its wearer that all one needs exists within.,Eau de Parfum,AMBERY (ORIENTAL),AMBERY (ORIENTAL),Amber Classical,"['Benzoin (Siam)', 'Vanilla (Bourbon)', 'Suede', 'Cedarwood (Virginia)', 'Sandalwood (Australia)', 'Oud (Assam)']"
so-suede,Wilgermain,An exploration of suede leather  timeless yet ultra-contemporary. Some vintage leather references may be present but yet  So Suede delivers a totally modern message of strength  nobility and elegance. A masculine elegance that can be shared by all. Or is it that sheer feminine audacity desired by all?,,LEATHER,WOODY,Dry Woods Classical,"['Styrax', 'Suede', 'Artemisia', 'Leather', 'Iris / Orris', 'Osmanthus', 'Cedarwood (Atlas)', 'Oakmoss', 'Clary Sage', 'Thyme']"
suede-pony,Boy Smells,Be yourself with Suede Pony. A blend of sophistication and irreverent optimism  this fragrance is about making your own way in life. Sometimes you have to break away from the herd and be your own lonely stallion.,,LEATHER,FRUITY,Dry Woods Crisp Fruity,"['Suede', 'Pineapple', 'Woody Notes', 'Saffron', 'Plum', 'Cardamom', 'Coconut Milk', 'Ciste Labdanum', 'Hazelnut', 'Patchouli', 'Violet']"
tuscan-suede,The Perfumer's Story by Azzi,"""I always wanted to smell the delicious delicacy of expensive suede on men and women and think of the closeness of the skin "" Azzi Glasser  perfumer.",,LEATHER,GREEN,Dry Woods Crisp Green,"['Suede', 'Leather', 'Woody Notes', 'Bergamot', 'Pepper', 'Violet Leaves', 'Musk', 'Resins']"
suede-pear,Tamburins,Suede Pear is a unique twist on the cool scent of soft pear flesh wrapped in suede.,,LEATHER,GREEN,Dry Woods Fresher Green,"['Suede', 'Galbanum', 'Pear', 'Amber', 'Cypriol / Nagarmota', 'Musk', 'Tonka Bean', 'Whiskey']"
black-suede-touch-1,Avon,Black Suede Touch will warm your senses and melt your heart. Let the romance begin with this modern blend of spice and woody notes that is made even more sensual with a hint of creamy gourmands.,,AROMATIC FOUGERE,AROMATIC FOUGERE,Aromatic Fougère Classical,"['Suede', 'Sandalwood', 'Bergamot', 'Cashmeran (Woody musky)', 'Cinnamon', 'Ginger', 'Spicy Notes', 'Ivy', 'Musk', 'Patchouli', 'Vanilla', 'Black Pepper']"
daim-blond,Serge Lutens,"""As blond as a Swede  as yellow as corn silk  as gold as the sun or a golden boy or whatever else you can imagine! Let's do what children do. First  a child looks at an object. He picks it up. If he brings it to his nose  as he would this soft suede scent  it's in search of consolation. That's exactly what I want my fragrance to do!"" - Serge Lutens",Eau de Toilette,LEATHER,WOODY,Dry Woods Classical,"['Suede', 'Leather', 'Iris / Orris', 'Musk', 'Jasmine', 'Cardamom', 'Heliotrope']"
sueded-oud-1,Clean,"""Bushman's Candle was the inspiration for this fragrance. Its unique olfactive character includes inflections of warm woods  incense  and amber. We worked within the structure  accentuating the spices and adding nuances of light oud notes  resulting in a modern scent impression that celebrates the richness of ancient ingredients "" Claude Dir  Perfumer.",Eau de Parfum,WOODY,WOODY,Woods Classical,"['Oud / Agarwood', 'Suede', 'Incense / Olibanum', 'Fir Balsam', 'Magnolia', 'Night Blooming Jasmine', ""Bushman's Candle"", 'Amber', 'Birch', 'Cypress', 'Honeysuckle', 'Patchouli', 'Pimento', 'Praline', 'Skin Accord']"
blue-gardenia-1,La Martina,The fragrance opens with bright citrus notes. The heart is illuminated by a bouquet of elegant white flowers. In the base  ambery accords are embraced by precious woods.,,FLORAL,FLORAL,Floral Crisp White Flower,"['Gardenia', 'Night Blooming Jasmine', 'Petitgrain', 'Sandalwood', 'Lily Of The Valley', 'Magnolia', 'Orange Blossom', 'Rose', 'Bergamot', 'Amber', 'Cashmeran (Woody musky)', 'Musk']"
white-gardenia-7,Monotheme,Native to the Far East  India  and China  gardenia flowers have always been known and admired for their outstanding fragrance  and intense  In the language of flowers  gardenia gives the message of hidden love and it is a sign of pureness and honesty. It's a floral bouquet  extremely feminine and elegant  is refreshed by a citrus touch  and enveloped by a soft woody musky accord.,,FLORAL,FLORAL,Floral Crisp Gardenia,"['Gardenia', 'Bergamot', 'Musk', 'Tangerine']"
infusion-de-mandarine,Prada,Like the delicious mandarin orange it reflects  Infusion de Mandarine stands out in a collection of classics: immediately timeless and totally unconventional.,,CITRUS,FLORAL,Citrus Classical,"['Tangerine', 'Neroli', 'Bitter Orange', 'Orange Blossom', 'Carrot Seeds', 'Lentisk', 'Opoponax']"
amber-teutonic,D.S. & Durga,From Mahler's hut perched above valleys of alpine fir trees. The horn resounded in the ancient forest. A Nibelungen treasure of precious emerald amber.,,AMBERY (ORIENTAL),AMBERY (ORIENTAL),Soft Amber Rich,"['Opoponax', 'Pine Needles', 'Cardamom', 'Fir Balsam', 'Musk', 'Cedarwood', 'Geranium', 'Spruce', 'Mandarin (green)']"
vanille-noire-du-mexique,La Maison de la Vanille,Sparkling and refined  this powdery fragrance is the ideal gift for a gentle and elegant woman.,Eau de Toilette,AMBERY (ORIENTAL),AMBERY (ORIENTAL),Amber Classical,"['Vanilla', 'Opoponax', 'Iris / Orris', 'Jasmine', 'Rose', 'Bergamot', 'Patchouli']"
ambre-secret,La Maison de la Vanille,An ode to escape that stimulates the senses to the doors of hot countries and tropical forests.,,AMBERY (ORIENTAL),AMBERY (ORIENTAL),Amber Classical,"['Amber', 'Opoponax', 'Vanilla', 'Patchouli']"
eau-lente-eau-de-toilette-1,Diptyque,An imaginary voyage back to the time of Alexander the Great when  at night  spices and resins were burned. The smoke took on its sweet  balmy accents that soothed the soul and offered rest to the body. Slowly  they prepared for the following day and the great conquests to come.,Eau de Toilette,AMBERY (ORIENTAL),AMBERY (ORIENTAL),Amber Classical,"['Opoponax', 'Cinnamon', 'Cedarwood', 'Vanilla', 'Clove', 'Spicy Notes', 'Bergamot', 'Geranium', 'Tangerine']"
resina-1,Avant-Garden Lab,A reckless composition made from a blend of several resins. The result is a rich and sumptuous blend full of spicy and subtle notes resulting in a resin scent that is the sum of them all  making for an avant-garde and daring fragrance.,,AMBERY (ORIENTAL),AMBERY (ORIENTAL),Amber Classical,"['Elemi', 'Opoponax', 'Benzoin (Siam)', 'Ciste Labdanum', 'Fir Balsam', 'Incense / Olibanum', 'Myrrh', 'Tolu Balsam', 'Tonka Bean', 'Ginger', 'Nutmeg', 'Jasmine (Sambac)', 'Coffee', 'Rooibos Red Tea', 'Star Anise']"
anice-verde,Tuttotondo,A creation that intensifies the spicy note of star anise  intersecting it with magnificent luminous flowers  fruity brushstrokes and creamy woody notes.,,AROMATIC FOUGERE,SPICY,Aromatic Fougère Crisp Spicy,"['Star Anise', 'Jasmine', 'Sandalwood', 'Gardenia', 'Hawthorn', 'Plum', 'Amber', 'Benzoin', 'Heliotrope', 'Lily Of The Valley', 'Musk', 'Orchid']"
harrods-for-him-1,Bond No. 9 I Love NY,A tribute to Harrods' vision and ingenuity that this iconic luxury emporium  the epitome of London shopping – and shopping anywhere  according to many retail connoisseurs – should reach across the Atlantic to New York. Bond No. 9 Harrods for Him captures both the future-oriented spirit of 21st century Harrods and the eclectic downtown vibe of Bond No. 9.,,AROMATIC FOUGERE,SPICY,Aromatic Fougère Fresher Spicy,"['Lavender', 'Star Anise', 'Allspice', 'Chamomile', 'Birch', 'Musk', 'Rhubarb', 'Sandalwood', 'Violet Leaves']"
just-for-you-pour-homme,Armaf,A timeless classic that is a tribute to manly elegance and natural charisma. Just for You will quickly become an indispensable part of your personality.,Eau de Parfum,LEATHER,WOODY,Dry Woods Classical,"['Birch', 'Leather', 'Pink Pepper', 'Cedarwood', 'Nutmeg', 'Bergamot', 'Incense / Olibanum', 'Mandarin']"
ink-1,Akro,For those who have fallen under the spell of tattoos  they are much more than body adornment: they are a reminder of a time  a place  a fleeting moment that becomes a permanent memory. Cool and seductive  Ink is a fragrance that will transport you back to the day of your first tattoo  whenever you want.,,LEATHER,CITRUS,Dry Woods Crisp White Flower,"['Ink', 'Birch Tar', 'Jasmine', 'Vetiver']"
black-tea,Murdock London,Black Tea is an elegant traveler. Spicy  woody  an intriguing mix of wanderlust and timeless style. An evocative  masculine blend of spices  leather  and tobacco inspired by Britain’s historic spice and tea routes. Satisfyingly rich in scent  without overpowering the senses.,,WOODY,AMBERY (ORIENTAL),Woody Amber Crisp,"['Clove', 'Birch Tar', 'Leather', 'Woody Notes', 'Basil', 'Nutmeg', 'Pepper', 'Musk']"
les-racines-du-male,Pierre Guillaume Paris,Les Racines du Mâle is a mystical  venomous vetiver that rises into a complex  resinous and warm vapour. The product of an olfactory autogenesis  a chimerical note that the perfumer neither conceived nor anticipated  an unexpected “leathery wave” extends like a shadow over the composition  bringing it elegance and mystery,,LEATHER,CITRUS,Dry Woods Fresher,"['Leather', 'Guaiac Wood', 'Vetiver', 'Birch Tar', 'Incense / Olibanum']"
essencial-palo-santo-masculino-1,Natura,An intense and exuberant fragrance that celebrates one of the most fragrant woods in the world  used to attract prosperity  open paths  and celebrate achievements.,,WOODY,AMBERY (ORIENTAL),Woody Amber Crisp,"['Palo Santo', 'Sandalwood', 'Pepperwood', 'Cardamom', 'Cedarwood', 'Amber', 'Tonka Bean', 'Black Pepper', 'Cypress', 'Rose']"
electric-sky-1,Tory Burch,Electric Sky captures the essence of freedom. Vibrant and rapturous  like the energy after a storm  it is an unexpected mix of refreshing and warm scents. Electric Sky is one of five scents in the Essence of Dreams collection  celebrating the power of dreams.,,WOODY,GREEN,Mossy Woods Fresher Green,"['Palo Santo', 'Cactus', 'Lavender', 'Vetiver', 'Clary Sage', 'Sea Water', 'Violet']"
mmw,Givenchy,Matthew M. Williams  Creative Director of Givenchy's women's and men's collections  has inspired a fragrance that reflects the energy of his creations for the House: bold and elegant. Signed with the initials MMW  a name that sounds like a code for connoisseurs  this bewitching fragrance will seduce with its ultra-contemporary and chic touch. ?,,WOODY,WOODY,Woods Classical,"['Palo Santo', 'Cedarwood (Atlas)', 'Cardamom', 'Cedarwood (Virginia)', 'Iso E Super (Cedarwood Note)', 'Ambrox (Ambergris)', 'Vetiver (Haiti)', 'Citruses']"
palissandre-night,Mizensir,"""I have always loved the night and the intensity it can bring to perfumes. These are unique moments for a creator. I wanted us to get straight into the emotion. The composition is therefore thought of as a block  with simple writing to plunge into this nocturnal and comforting mystery where the leading role is given to woody notes "" Alberto Morillas  Perfumer.",,WOODY,WOODY,Woods Classical,"['Guaiac Wood', 'Cetalox (Ambergris)', 'Dreamwood (Sandalwood)', 'Cypriol / Nagarmota', 'Ambrox (Ambergris)', 'Sandalwood (Australia)', 'Ciste Labdanum', 'Elemi', 'Musk', 'Nutmeg', 'Patchouli']"
momentum-unbreakable,Bentley,He’s cool. He’s hot. A restless urban cool-hunter  who’d rather rock a sleek black leather jacket and jeans than a suit and tie. The Momentum Unbreakable man doesn’t follow the buzz: he creates it. Trends? He makes them or breaks them. And if all eyes turn to him wherever he appears  it’s not because he tries: it’s because he is who he is.,,WOODY,AMBERY (ORIENTAL),Woody Amber Crisp,"['Dreamwood (Sandalwood)', 'Mandarin', 'Iris / Orris', 'Papyrus', 'Vetiver (Haiti)', 'Lavender', 'Violet', 'Geranium', 'Patchouli', 'Everlasting Flower']"
lambre-des-fleurs,Floratropia,An ambery nectar harvested at dusk in a field of tuberoses and everlasting flowers.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Classical,"['Ciste Labdanum', 'Everlasting Flower', 'Pink Pepper', 'Tuberose', 'Tolu Balsam', 'Tonka Bean', 'Benzoin (Siam)', 'Vanilla (Madagascar)', 'Rice']"
aqua-motu-intense-1,Comptoir Sud Pacifique,Aqua Motu Intense will take you to where the sands soak into the invigorating ocean seas in search of something different. A pleasure for lovers of escape.,Eau de Parfum,FLORAL,WATERY,Water Classical,"['Marine', 'Everlasting Flower', 'Ficus Leaves']"
giallo-elicriso,Acca Kappa,During one of her walks along the Adriatic coast  Elisa Gera  the life and soul of Acca Kappa  fell in love with the originality and refined perfume of the Mediterranean seedling and chose to transform it into a precious fragrance  Giallo Elicriso: a masculine scent that exudes all the goodness  sensuality and magic of the Mediterranean.,Eau de Parfum,WOODY,CITRUS,Woods Crisp,"['Everlasting Flower', 'Cedarwood', 'Violet Leaves', 'White Pepper', 'Lemon', 'Vetiver', 'Watery', 'Benzoin', 'Nutmeg']"
sables,Goutal,“I am at the seashore  I’m having a nap. Wild everlasting flowers are growing in the sand. The sun is blazing  the air is filled with a warm  salty tang and the scent of pine resin.” With these words  Annick Goutal captured a moment of happiness with her husband in Corsica. Sables was born from this emotion.,Eau de Parfum,WOODY,AMBERY (ORIENTAL),Woody Amber Crisp,"['Amber', 'Black Pepper', 'Everlasting Flower', 'Sandalwood (India)', 'Bergamot', 'Mandarin', 'Jasmine', 'Oakmoss']"
agape,V Canto,Agape is a creation dedicated to all those chosen souls in harmony with the universe.,,WOODY,CITRUS,Woods Fresher Citrus,"['Cedarwood (Lebanon)', 'Sandalwood (India)', 'Bergamot', 'Ambergris', 'Oak', 'Lemon', 'Orange', 'Caramel', 'Incense / Olibanum', 'Patchouli', 'Tonka Bean', 'Chocolate', 'Vanilla (Madagascar)']"
arsenico,V Canto,Arsenico. The lethal weapon of seduction encompassed in a drop of scent.,,AMBERY (ORIENTAL),FRUITY,Amber Fresher Fruity,"['Amber', 'Benzoin', 'Cedarwood (Lebanon)', 'Tonka Bean', 'Apple', 'Davana', 'Pineapple', 'Red Currant', 'Artemisia', 'Bergamot', 'Birch', 'Jasmine', 'Moss', 'Musk', 'Patchouli']"
marguerite-de-sanremo,Vivinevo,A colourful and simple fragrance.,,FLORAL,FRUITY,Floral Crisp Fruity,"['Red Apple', 'Daisy', 'Red Currant', 'Woody Notes', 'Freesia', 'Jasmine', 'Musk', 'Vanilla']"
peony-1,Jenny Glow,Elegant  sensual  and chic.,,FLORAL,FRUITY,Floral Fresher Fruity,"['Carnation', 'Peony', 'Red Apple', 'Jasmine', 'Amberwood', 'Leather']"
garofano-2,Lorenzo Villoresi,"""For me  Garofano is a surprising floral-spicy  a carnation-scented fragrance with unexpected depth and radiance "" Lorenzo Villoresi  Perfumer.",,FLORAL,SPICY,Floral Rich Carnation,"['Carnation', 'Floral Notes', 'Cinnamon', 'Heliotrope', 'Cyclamen', 'Jasmine', 'Rose', 'Ylang-ylang', 'Musk', 'Pepper', 'Vanilla', 'Cedarwood (Atlas)', 'Geranium', 'Lavender', 'Leaves']"
glamour-chic,Bourjois,With subtlety  Glamour Chic blends a floral and powdery scent with an avant-garde touch. The scent opens with the original melody before giving way to a rich bouquet of flowers and dense shade and warming up with woody notes. Glamour Chic epitomises contemporary elegance.,Eau de Parfum,FLORAL,ALDEHYDIC,Soft Floral Classical,"['Floral Notes', 'Powdery Notes', 'Suede', 'Fig', 'Sandalwood', 'Vanilla']"
coco-figue-1,Comptoir Sud Pacifique,The aroma and sensuality of fresh coconut mingle with the fruity and gourmand scents of fig for 100% pleasure.,Eau de Toilette,AMBERY (ORIENTAL),SPICY,Soft Amber Crisp Fruity,"['Fig', 'Coconut Milk', 'Hot Milk', 'Vanilla', 'Vanilla (Madagascar)', 'Cocoa', 'Almond', 'Fig Leaf', 'Sugar']"
cacao-azteque-1,Perris Monte Carlo,Cacao Aztèque is a non-traditional essence blended with spices  creating an airy intoxicating scent that will heighten your senses.,Eau de Parfum,AMBERY (ORIENTAL),FLORAL,Amber Crisp White Flower,"['Cocoa', 'Tuberose', 'Black Pepper', 'Cardamom', 'Orchid', 'Pink Pepper', 'Pittosporum', 'Musk', 'Rum', 'Sandalwood']"
smoking-hot,Kilian,At night  there are no rules but one: just be Smoking Hot! This fragrance is a truly caramelized delight. It features Kentucky Tobacco Absolute  infused with a hookah drag of Apple-flavoured shisha tobacco and intense Bourbon Vanilla. Evoking everything from European clubs to Eastern hookah lounges  Smoking Hot redefines what a smokey scent is today  going almost where it’s too hot to handle.,,WOODY,AMBERY (ORIENTAL),Woody Amber Crisp Fruity,"['Tobacco Leaf', 'Vanilla (Bourbon)', 'Orcanox (Ambergris)', 'Cinnamon', 'Nargileh Accord', 'Oakmoss']"
baldessarini-bella-absolu,Baldessarini,"This floral and feminine fragrance aims to transform the wearer. The ""queen of the night"" enchants the world with her natural confidence and dazzling grace. Sumptuous  the Baldessarini Bella Absolu experience highlights feminine strength and charm.",,FLORAL,FRUITY,Floral Crisp Fruity,"['Blackcurrant', 'Rose', 'Orcanox (Ambergris)', 'Calendula', 'Gardenia', 'Grapefruit', 'Mandarin', 'Musk', 'Watery']"
people-are-people,Christian Siriano,"Christian is using his latest fragrance  People Are People  to spread his message of inclusion. A fragrance for everyone: ""I love you for being you""",,FLORAL,CITRUS,Floral Fresher Gourmand,"['Tuberose', 'Patchouli', 'Plum', 'Heliotrope', 'Jasmine', 'Bergamot', 'Pink Pepper', 'Sandalwood', 'Vanilla']"
mediterranean-cypress-1,Angel Schlesser,When you dive off a boat in the harbor to swim to shore. There is a strip of sand between the sea and a cypress grove that casts a fragrant shadow over the bay. On the hill behind this little corner of paradise  you catch a glimpse of the white sun-baked walls of a Mediterranean town. Persistent and mysterious.,,WOODY,CITRUS,Woods Fresher Citrus,"['Bergamot', 'Cypress', 'Iris / Orris', 'Cedarwood', 'Sandalwood', 'Cardamom', 'Geranium', 'Jasmine', 'Lavender', 'Mint', 'Tonka Bean']"
oui-juicy-couture-play-rosy-darling,Juicy Couture,For the girl who is forever in love with herself  radiate confidence with this floral and adorable scent. Say OUI (YES) to following your heart  darling!,,FLORAL,FLORAL,Floral Crisp Rose,"['Rose Centifolia', 'Strawberry', 'Ambrette Seed', 'Desert Rose', 'Pink Pepper', 'Salty', 'Cedarwood', 'Lavender', 'Ambrox (Ambergris)']"
ambrette-9,Le Labo,Ambrette 9 is undeniably the most precious baby formula in the world as it is based mainly on the Ambrette grain  the only musky scent made by nature itself and almost impossible to find. Lightly perfumed  the signature of this formula is fresh and soft thanks to a combination of citrus and fruit that gives Baby (and Mummy) a very special fragrance. A baby perfumed by Le Labo. How cool can you get?,Eau de Parfum,FLORAL,MUSK SKIN,Soft Floral Crisp Musk,"['Ambrette Seed', 'Musk', 'Pear']"
ombre-bleue-loriginal-1,Jean-Charles Brosseau,The perfume of vacations  beaches and distant journeys. Sun-filled memories mingle with the purity of the islands  and many other scents. Ombre Bleue resembles a flutter of wings or a light ripple of leaves.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Fresher Water,"['Carnation', 'Jasmine', 'Sand Accord', 'Lily', 'Lily Of The Valley', 'Orange Blossom', 'Rose (Grasse)', 'Amber', 'Vanilla', 'Balsamic Notes', 'Benzoin (Siam)', 'Cedarwood', 'Dried Fruits', 'Honey', 'Musk', 'Styrax']"
rose-parfum-1,Roja,"""I wanted to create a very modern Rose  which never stops unfolding  like the flower itself  slowly opening to reveal all its beauty "" Roja Dove.",,FLORAL,FLORAL,Floral Classical Rose,"['Rose (Grasse)', 'Bergamot', 'Patchouli', 'Ylang-ylang', 'Geranium', 'Benzoin', 'Birch', 'Cinnamon', 'Galbanum', 'Musk', 'Nutmeg', 'Pepper', 'Vanilla']"
rose-safran-1,L'Occitane,"A fragrance with powerful and captivating accents but subtle. This fragrance is inspired by Saffron  a precious and rare spice  unfolding its deep  intoxicating notes  associated with the Rose with the ""hundred leaves"" of Grasse of which only the depth has been preserved  underlined with a trace of freshness.",,FLORAL,FLORAL,Floral Classical Rose,"['Saffron', 'Rose (Grasse)', 'Bergamot', 'Cypress', 'Akigalawood (Patchouli note)', 'Bitter Orange', 'Mandarin', 'Myrrh', 'Styrax']"
cologne-bigarade,Frédéric Malle,Following the pioneering work of Edmond Roudnitska  Jean-Claude Ellena based his innovative approach to eau de toilette on a bitter orange essence that had never been used before. The fragrance revolves around the concept of bitter freshness. Stripped of its essential hesperidic notes of bitter orange  faceted by faint hints of rose and set on a base of hay and cedar  the fragrance pushes the idea of bitter freshness to its limits.,,CITRUS,CITRUS,Citrus Classical,"['Bitter Orange', 'Cardamom', 'Cedarwood', 'Hay', 'Pepper', 'Rose', 'Aldehyde']"
higher-peace-1,19-69,The Higher Peace fragrance by 19-69 and Camp High is inspired by the Santa Monica Canyon and the documentary film Tripping with Ken Kesey. The fragrance is a collaboration between Greg Dacyshyn/Camp High and Johan Bergelin/19-69. The scent is hemp  leafy and plasticine.,,WOODY,GREEN,Dry Woods Crisp Green,"['Bergamot', 'Hay', 'Tobacco Leaf', 'Cardamom', 'Davana', 'Benzoin', 'Cannabis Accord', 'Coumarin (Tonka Bean note)', 'Vetiver']"
chergui-1,Serge Lutens,South Morocco. The hazy white sun infuses torpor on a still diffused land. Miniature tornadoes improvise a ballet  dancing across the sands  roll  turn and then vanish. They are the Djinn  the genies of Good and Evil. They usher in the Chergui  a dry wind from the East. Burning  roiling  mica-laden knots form a curtain of red sand. The Chergui withdraws  followed by the fiery sands.,,AMBERY (ORIENTAL),AMBERY (ORIENTAL),Amber Rich,"['Amber', 'Ciste Labdanum', 'Hay', 'Incense / Olibanum', 'Clary Sage', 'Everlasting Flower', 'Honey', 'Iris / Orris', 'Leather', 'Sandalwood', 'Tobacco Leaf', 'Juniper Berries', 'Rose (Morocco)']"
mismar,In Astra,Looking upwards  in a black canvas sprinkled with diamond dust that shines across light-years  the stars sparkle. An enveloping and comforting scent transports us to celestial eternity.,,AMBERY (ORIENTAL),SPICY,Soft Amber Crisp Fruity,"['Juniper Berries', 'Ginger', 'Ambergris', 'Incense / Olibanum', 'Cypress']"
titanium-male,Ajmal,Ajmal is designed for those who believe that life is a constant journey in which there is always room for new discoveries and adventures.,,AROMATIC FOUGERE,SPICY,Aromatic Fougère Fresher Spicy,"['Juniper Berries', 'Nutmeg', 'Sandalwood', 'Jackfruit', 'Lime', 'Musk']"
essenza-di-unisola-altrove-1,Acqua dell'Elba,Altrove  The Essential  beyond appearances. With its charm  its mystery  and its remoteness. Here  in Altrove  the strength of a man is born. Out of time and beyond fashion  on a journey to rediscover the nature of the self.,,LEATHER,CITRUS,Dry Woods Fresher,"['Leather', 'Iris / Orris', 'Juniper Berries', 'Cypress', 'Incense / Olibanum', 'Jasmine', 'Rose', 'Tobacco Leaf', 'Woody Notes']"
sublime,Amado,Sublime is a perfume closest to the purest spirits and clean hearts.,,FLORAL,FRUITY,Floral Crisp Fruity,"['Floral Notes', 'Juniper Berries', 'Woody Notes', 'Magnolia', 'Bergamot', 'Cardamom', 'Leather', 'Sandalwood', 'Tobacco Leaf']"
black-juniper,Agua De Baleares,The dry juniper note joins the black pepper creating a purely Mediterranean chord  in a warm and interesting perfume.,,WOODY,AMBERY (ORIENTAL),Woody Amber Fresher Fruity,"['Cedarwood', 'Juniper Berries', 'Black Pepper', 'Sandalwood', 'Iris / Orris', 'Musk']"
24-old-bond-street-2,Atkinsons London 1799,Inspired by the very first Atkinsons fragrance created over 200 years ago  24 Old Bond Street cologne is a gloriously warm and spicy concoction of juniper  rose and Earl Grey tea. Below these wonderfully traditional British scents is a subtle hint of smoky cask-aged whisky  creating the warm but surprisingly fresh fragrance that has long been considered an enduring icon.,,AROMATIC FOUGERE,SPICY,Aromatic Fougère Crisp Spicy,"['Juniper Berries', 'Whiskey', 'Tea (Black)', 'Cardamom', 'Cade', 'Peat', 'Woody Notes', 'Rose (Turkey)']"
trussardi-ruby-red,Trussardi,Ruby Red is the fragrance of new passions.,,CHYPRE,FRUITY,Mossy Woods Fresher Fruity,"['Patchouli', 'Red Berries', 'Ylang-ylang', 'Bergamot', 'Cinnamon', 'Ginger', 'Sandalwood', 'Vanilla', 'Orcanox (Ambergris)']"
ferre-blooming-rose,Gianfranco Ferré,A fragrance that heals the heart. The rose is the queen of flowers. It has a very special botanical structure with five petals arranged around the corolla that can be repeated endlessly. Not by chance  it symbolizes sacred and profane love - absolute completeness.,,FLORAL,FLORAL,Floral Crisp Rose,"['Rose', 'Blackcurrant Bud', 'Woody Notes', 'Freesia', 'Jasmine', 'Pomelo', 'Raspberry', 'Cedarwood', 'Sandalwood']"
bella-blanca,Oscar de la Renta,"""A garden is probably the purest and spiritual of joys a communion with nature and beauty in their most simple and fundamental forms "" Oscar de la Renta.",Eau de Parfum,FLORAL,FLORAL,Floral Crisp White Flower,"['Freesia', 'Jasmine (Sambac)', 'Sandalwood', 'Iris / Orris', 'Lily Of The Valley', 'Orange Blossom', 'Rose', 'Tuberose', 'Dew Drop', 'Pear', 'Blackcurrant Bud', 'Green Leaves', 'Musk', 'Peach', 'Violet Leaves', 'Ambrox (Ambergris)']"
puredkny-a-drop-of-vanilla,Donna Karan DKNY,“PureDKNY speaks to the core essence of who I am and what I want to touch  the people and children I love  and being at one with nature. It's about those little moments that bring you joy  pure and simple ” Donna Karan.,,FLORAL,WATERY,Soft Floral Fresher Water,"['Orchid', 'Dew Drop', 'Vanilla', 'Floral Notes', 'Gardenia', 'Heliotrope', 'Iris / Orris', 'Jasmine', 'Lotus', 'Peony', 'Rose (Bulgaria)', 'Amber', 'Musk', 'Sandalwood']"
kenzo-memori-reve-lotus,Kenzo,Memories of joyful walks  clouds reflected in the pond. Rêve Lotus is an ode to reverie and contemplation.,Eau de Parfum,FLORAL,ALDEHYDIC,Soft Floral Fresher White Flower,"['Lotus', 'Mimosa', 'Musk', 'Ambroxan (Ambergris)', 'Sandalwood']"
mimosa-pour-moi-1,L'Artisan Parfumeur,Mimosa pour Moi is like holding a large bunch of fragrant mimosa flowers in both hands and pressing one's face gently into it. An Impressionist's painting of early spring.,Eau de Toilette,FLORAL,WOODY,Floral Crisp Mimosa,"['Mimosa', 'Cedarwood', 'Heliotrope', 'Violet Leaves', 'Acacia Leaves', 'Musk', 'Blackcurrant Bud', 'Vanilla']"
